image,class_id,class_name,confidence,x1,y1,x2,y2
000002_jpg.rf.bee0e8fc28627c80a1ab1e7389701a0f.jpg,0,aircraft,0.4713,178.43,216.14,455.92,519.46
000002_jpg.rf.bee0e8fc28627c80a1ab1e7389701a0f.jpg,2,other,0.317,176.27,219.42,452.63,503.89
000021_jpg.rf.acddc8818a3af5d2edfabba0c8a384fd.jpg,0,aircraft,0.8864,69.13,23.57,498.31,542.31
000022_jpg.rf.d781ce9ec0835cb56a667163a7be9435.jpg,0,aircraft,0.9263,28.29,92.89,466.44,613.79
000025_jpg.rf.fa62623c7d542d322434ca66ed06e7b6.jpg,2,other,0.5174,152.99,238.76,309.89,359.23
000025_jpg.rf.fa62623c7d542d322434ca66ed06e7b6.jpg,3,shipwreck,0.2645,163.06,241.29,299.97,358.78
000034_jpg.rf.abb912bdf5d72f7b6b981cba468372a0.jpg,0,aircraft,0.6354,194.58,135.34,398.62,445.61
000035_jpg.rf.09f0503b7249a703bd9f68ad03b7643b.jpg,0,aircraft,0.7335,145.9,94.58,607.71,480.48
000039_jpg.rf.b77e0ab12fbe9c5461a654ecb19c2c33.jpg,0,aircraft,0.895,6.77,0.0,473.4,613.45
000048_jpg.rf.d5f23e4aaf4dd1178e17dd70db9b306c.jpg,3,shipwreck,0.2635,91.47,72.51,464.17,502.54
000069_jpg.rf.2fcaa00d68fd785522c6abbf766f9466.jpg,0,aircraft,0.9312,0.0,25.73,471.32,611.68
000077_jpg.rf.1c2ae26ffc5189190123781aeb040084.jpg,0,aircraft,0.8394,44.35,0.0,639.99,595.78
000077_jpg.rf.1c2ae26ffc5189190123781aeb040084.jpg,2,other,0.4614,500.38,5.6,560.96,75.01
000077_jpg.rf.1c2ae26ffc5189190123781aeb040084.jpg,2,other,0.3748,507.02,12.34,551.02,72.57
000088_jpg.rf.f50d7e201469412e717bb161b2d6dd89.jpg,0,aircraft,0.9732,29.4,85.09,565.79,613.31
000097_jpg.rf.7408a01f35540615033c4fdeaa9c7699.jpg,0,aircraft,0.7162,65.48,47.07,503.25,469.82
000100_jpg.rf.32ba9085961e2e622dad84b56e801a78.jpg,0,aircraft,0.8727,173.1,108.52,568.44,527.6
000106_jpg.rf.6625a56c5c50ab1e0e2c329128aca659.jpg,0,aircraft,0.272,7.54,15.4,479.23,541.86
000107_jpg.rf.5917715e96839b45c9f46b393a9e9642.jpg,0,aircraft,0.6585,190.2,19.31,622.43,555.1
000151_jpg.rf.357e8d29dc5d2e6fbf60095a6181aa76.jpg,2,other,0.5169,32.44,449.97,443.29,597.35
000157_jpg.rf.b7f0f17d24bcf10d69d69a9a9790e2ef.jpg,3,shipwreck,0.834,155.66,37.9,500.77,280.15
000157_jpg.rf.b7f0f17d24bcf10d69d69a9a9790e2ef.jpg,3,shipwreck,0.4422,101.56,329.24,530.51,587.13
000163_jpg.rf.d2c6577c810efd84a6bda2992885bcca.jpg,3,shipwreck,0.6757,110.65,97.77,170.9,199.71
000163_jpg.rf.d2c6577c810efd84a6bda2992885bcca.jpg,3,shipwreck,0.5484,397.92,179.93,524.51,369.46
000169_jpg.rf.45eaf48c62028a6cde2a4dda75431565.jpg,2,other,0.4072,79.27,133.99,166.58,224.46
000177_jpg.rf.f0458623e6acfc7afe7799edc261f94a.jpg,2,other,0.5984,380.42,206.39,475.84,371.54
000183_jpg.rf.b14696a3dfc6594dc5dc028621f44ba8.jpg,2,other,0.2545,127.59,61.76,309.18,236.94
000188_jpg.rf.65449d34bc1902850758c783b3a61b66.jpg,3,shipwreck,0.3336,268.73,186.26,418.85,420.94
000235_jpg.rf.0437fd120925f5eb7c13b2508b7b1189.jpg,3,shipwreck,0.9312,139.54,140.96,423.18,487.77
000240_jpg.rf.f22e95fd245f1a7ec0f5637e34b298fa.jpg,3,shipwreck,0.5292,130.93,25.41,353.79,588.97
000240_jpg.rf.f22e95fd245f1a7ec0f5637e34b298fa.jpg,3,shipwreck,0.4907,128.75,11.55,265.98,577.42
000245_jpg.rf.8b435b49b0a7df52d9b6312c39c221f8.jpg,3,shipwreck,0.9067,198.22,240.77,326.85,413.88
000256_jpg.rf.fcd2c4360185fb75279517ff6fb5b63a.jpg,3,shipwreck,0.7801,124.34,97.19,636.9,271.7
000256_jpg.rf.fcd2c4360185fb75279517ff6fb5b63a.jpg,3,shipwreck,0.3246,88.52,93.44,632.92,329.75
000261_jpg.rf.ed799e6e25de367fd018b9aa2ce02191.jpg,3,shipwreck,0.9584,123.21,276.51,512.12,405.5
000263_jpg.rf.7347847c72fc8a781d0a79380b1bff12.jpg,3,shipwreck,0.8944,231.06,167.44,299.09,422.22
000263_jpg.rf.7347847c72fc8a781d0a79380b1bff12.jpg,3,shipwreck,0.6614,199.04,166.15,299.65,422.96
000271_jpg.rf.1332d9e92475ded141829ed086e0fa00.jpg,3,shipwreck,0.8525,222.59,123.55,400.7,529.49
000272_jpg.rf.0caa052f87c0e2f65a3b86f172bbc9ef.jpg,3,shipwreck,0.7577,96.37,141.94,513.35,640.0
000276_jpg.rf.36ea31f7222c6bc6b2688bdbad48aab5.jpg,3,shipwreck,0.543,113.89,161.68,523.16,316.52
000289_jpg.rf.6b2eff11938a575727e9189305678395.jpg,2,other,0.7424,357.47,241.54,601.51,392.0
000289_jpg.rf.6b2eff11938a575727e9189305678395.jpg,2,other,0.7416,38.46,223.51,265.24,374.56
000289_jpg.rf.6b2eff11938a575727e9189305678395.jpg,2,other,0.2981,272.47,237.43,582.88,390.06
000352_jpg.rf.b3c31b3420c694d31594c3fe8d85f745.jpg,3,shipwreck,0.9312,120.31,242.18,203.6,298.95
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,3,shipwreck,0.7914,13.43,45.43,205.56,618.86
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,2,other,0.6319,468.34,339.72,497.76,384.11
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,3,shipwreck,0.4081,60.4,5.02,207.65,551.07
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,2,other,0.332,512.37,241.9,551.64,287.4
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,2,other,0.3272,516.76,243.38,545.67,283.63
000357_jpg.rf.d9855148b2009540a70177753975970a.jpg,3,shipwreck,0.2525,88.4,10.33,208.52,452.42
000382_jpg.rf.212ec29554384600221595d824fbf4be.jpg,3,shipwreck,0.6284,61.06,64.96,521.06,438.24
000388_jpg.rf.347bb71e490d6a2ec1775646b4ed7f64.jpg,3,shipwreck,0.9214,175.99,150.26,419.94,325.4
000403_jpg.rf.01d5e5309a10dd3c45f1a134527eeeac.jpg,3,shipwreck,0.8424,192.9,157.71,393.0,488.46
000414_jpg.rf.6d428557a496919e0b2f84625c465d53.jpg,3,shipwreck,0.3568,102.26,64.71,640.0,277.76
000414_jpg.rf.6d428557a496919e0b2f84625c465d53.jpg,3,shipwreck,0.2967,0.0,399.46,628.93,640.0
000414_jpg.rf.6d428557a496919e0b2f84625c465d53.jpg,0,aircraft,0.2556,25.63,382.29,632.53,640.0
000420_jpg.rf.7deb9defe28fe81987805ced38e90f30.jpg,3,shipwreck,0.3926,70.09,188.02,455.38,579.5
000420_jpg.rf.7deb9defe28fe81987805ced38e90f30.jpg,3,shipwreck,0.2579,35.65,117.62,463.54,498.51
000436_jpg.rf.0e115012d10040c027bb334ee668df55.jpg,3,shipwreck,0.6326,15.56,62.03,278.32,247.82
000449_jpg.rf.7c5ced404dc104379dff117156ac5a20.jpg,2,other,0.4831,200.13,82.16,428.52,239.31
